0
a
able
about
add
added
addison
admitted
affected
after
again
ago
agree
agreed
agreement
alan
alan's
all
all's
allan's
allow
allowed
almost
alone
already
always
am
ammo
an
and
angeles
angrily
ankle
anne
another
any
anymore
anyone
anything
anytime
apes
are
aren't
armed
army
around
arrived
as
ask
asked
assured
at
attack
audience
avoid
away
back
bag
balloon
balloons
barely
bars
base
baseball
basketball
battle
be
beat
beating
beautiful
became
because
been
before
began
begged
behind
believed
benches
better
big
billy
bit
bleh
both
boy
break
breath
breathes
breathlessly
bright
brilliant
broke
brother
brought
bunch
bushes
but
by
bye
california
called
came
can
can't
car
care
careful
change
chapter
charge
charging
chase
cheat
cheered
cheering
chicken
children
choice
city
clean
clear
close
close'
clothes
cold
come
coming
commanded
conflict
conflicted
consequences
consisted
contents
control
conversation
cornered
cost
could
couldn't
counted
courage
courts
cover
covered
covering
crawled
crazy
cream
cries
cry
crying
curt
curt's
custodian
cut
dad
damaged
day
days
dead
decided
defend
determination
did
didn't
died
different
direction
directly
dirty
distance
dived
divided
do
does
doesn't
dog
doing
don't
double
down
dress
drink
dripping
dropped
dry
dug
each
east
echoed
edge
eighteen
eleven
else
end
ended
enemies
enemy's
enormous
enough
escalated
even
eventually
every
everyone
everything
everywhere
excellent
excited
excitement
explain
explained
explode
exploded
eyes
face
faces
far
fast
fault
fearless
feel
feeling
fell
few
field
fight
fights
fill
finding
fine
finger
finish
fire
fired
firing
first
fish
five
fixed
flat
flying
folded
followed
footsteps
for
forces
forest
forever
formed
foster
foster's
fosters
found
four
frantically
free
friend
friends
from
front
game
gave
generations
get
gets
getting
giggling
given
go
going
good
got
gotten
grabbed
grabbing
grass
gritted
ground
grounded
grounds
group
growing
growled
grumbling
gun
guns
guy
guys
had
hadn't
hair
half
hand
hands
happen
happened
happily
happy
harder
has
hasn't
hated
have
he
he's
head
headed
headquarters
hear
heard
heart
help
helplessly
her
here
herself
hey
hide
hill
him
his
hit
hobbling
hold
holding
hole
home
hour
hours
how
however
hug
huge
huh
hunt
hurt
i
i'm
ice
idea
identical
if
ignore
image
in
incoming
infamy
inning
innocent
instead
insulting
into
is
it
it's
jacob
jacob's
jokely
jolly
jollys
jug
jugs
jumped
just
keep
kid
kids
kind
kindergarten
knew
know
knowingly
known
laid
landed
last
late
laughed
leader
leaders
learn
least
leave
leaving
led
left
let
lied
lighter
like
liked
listen
little
live
lives
long
look
looked
looks
los
lose
lost
lot
lots
loud
love
loved
low
luck
lunch
lunches
mad
made
make
man
many
map
massive
matched
matter
maybe
me
mean
means
members
merely
mess
met
middle
might
mirrored
mistake
mistakes
mix
model
moment
monkey
more
most
mound
move
moving
much
muddy
multi
mumbled
must
my
myself
name
named
near
nearly
needed
neighbor
neighborhood
nelson
nerve
never
new
next
nickie
nickie's
nickname
ninth
no
nobody
nodded
noise
not
nothing
now
o'clock
occur
of
off
offered
often
okay
old
older
on
one
ones
only
open
opened
opening
or
organized
other
our
out
outnumber
outskirts
over
owed
packed
painted
pants
paper
parents
park
parking
part
particular
patches
peeked
people
permanently
personally
phone
picked
picture
piece
piled
piper
piper's
pistol
pistols
pitcher's
place
plan
planted
play
players
playground
playgrounds
playtime
pleaded
please
plus
pocket
point
pointed
pointless
poured
pretty
problem
promise
psyched
pulled
pulling
pump
pumped
punishment
puppies
pushed
put
question
quicker
quiet
quietly
raised
rallied
ran
range
reached
read
ready
realization
realized
really
reassure
red
regret
remained
remaining
remember
repeated
reported
resisted
responded
rest
retorted
returned
revenge
rifle
right
room
rose
ruined
rules
running
rustling
sacrificed
said
sailed
salad
same
sand
sandbox
sandboxes
sat
saturday
saved
saw
say
saying
school
scot
scouted
scrambled
scream
scrubbed
searched
second
seconds
see
seemed
send
sent
set
setting
settled
seven
several
shaking
she
she's
shirt
shirts
shook
shoot
shooting
shot
should
shoulder
shoulders
shouldn't
show
showing
shrugged
sight
sign
signed
signs
silence
sink
sinking
sister
sit
slide
slides
slight
slowly
slung
smart
smiling
smudge
snarled
sneak
sneered
so
soaked
soaking
soakings
some
somebody
someone
something
soon
sorry
sound
sounds
speak
special
spoke
spoken
spot
sprained
spreading
sprinted
spun
squad
squads
stain
stained
stains
stalemate
stand
standing
stare
start
started
starting
stay
stepped
stick
still
stomped
stood
stop
stopped
stopper
storm
story
straight
strawberry
strikeout
struggling
stubborn
stuck
stuff
stupid
subject
suddenly
sunk
sunlight
sunny
super
supposed
sure
surprised
table
tailpipe
taken
talk
talking
tapped
target
team
teams
tear
tears
teeth
tell
tensed
than
thanks
that
that's
the
their
them
then
there
they
things
think
this
those
though
thought
three
through
time
to
together
told
tom
tomorrow
too
took
top
tore
totally
towards
trade
traded
trailed
trees
tremendous
tried
tripped
trouble
troublemaker
trying
tuna
turn
turned
twin
two
unaware
understand
understood
unless
until
up
upcoming
us
use
van
veterans
voices
wait
waiting
walk
walked
walking
want
wanted
wants
war
wars
was
wasn't
watch
watched
watching
water
watery
waving
way
we
we're
weapon
weaponless
weapons
weeks
well
went
were
weren't
western
wet
wettest
what
what's
when
where
where's
whether
which
while
whipping
white
who
whole
whooshing
whose
whump
why
wild
wildly
will
win
wind
wish
with
within
without
won't
woods
words
world
worried
would
wouldn't
ya
yelled
yesterday
yet
you
you'll
you're
young
your
zagged
zigged
